63,facial behavior analysis,facial analysis
64,frequency doubler,frequency doubler
65,eye location,eye locating
65,eye locating,eye locating
65,eyetracking,eye locating
66,imaging photoplethysmography (ippg),photoplethysmography (ppg)
66,photoplethysmography (ppg),photoplethysmography (ppg)
66,photoplethysmogram (ppg) signal,photoplethysmography (ppg)
67,engine speed,engine speed
68,gabor wavelets,gabor wavelets
68,gabor wavelet filter,gabor wavelets
69,reaction time variables,reaction time variables
69,reaction time measurements,reaction time variables
70,infrared imaging,infrared imaging
70,infrared images,infrared imaging
70,imaging with ir light,infrared imaging
71,lane features,lane features
72,pressure sensor array,pressure sensor array
73,bron-lyon attention stability test (blast),bron-lyon attention stability test (blast)
74,mean sleep latency test,mean sleep latency test
75,body acceleration,body acceleration
76,postural control,postural
76,postural changes,postural
76,postural,postural
77,pedal controlling pattern,pedal controlling pattern
78,fatigue questionnaires,fatigue questionnaires
79,steering wheel position,steering wheel motion
79,steering wheel activity,steering wheel motion
79,steering wheel turns,steering wheel motion
79,steering wheel motion,steering wheel motion
79,steering wheel movements,steering wheel motion
80,color segmentation,color segmentation
80,color analysis,color segmentation
81,vehicle lateral position,vehicle lateral position
82,projection technique,projection technique
83,questionnaire,questionnaire
84,d-ors,d-ors
85,apen,apen
86,magnetometer,magnetometer
86,mems magnetometer,magnetometer
87,sleepiness detection,sleepiness detection
87,sleep monitoring,sleepiness detection
88,head position,head position
89,facial expression analysis,facial expression analysis
90,vehicle-based,vehicle-based
91,electrodermal activity,electrodermal activity
91,electrodermal activity (eda),electrodermal activity
92,average fixation duration,average fixation duration
92,duration of fixation,average fixation duration
93,haar-like features,haar-like features
93,haar-like features approach,haar-like features
94,phog,phog
95,neck posture,neck posture
96,blood volume pulse vector (pbv),blood volume pulse (bvp)
96,blood volume pulse (bvp),blood volume pulse (bvp)
97,eye blinking rate,eye blinking rate
97,eye blink frequency,eye blinking rate
98,speech analysis,speech analysis
99,eyelid aperture estimation,eyelid aperture estimation
99,eye aperture,eyelid aperture estimation
100,bio-signal,bio-signal
101,eye and mouth state analysis,eye and mouth state analysis
101,face state (eyes and mouth),eye and mouth state analysis
101,eye and mouth information,eye and mouth state analysis
102,hough transformation,hough transformation
102,point hough transform,hough transformation
103,median filtering,median filtering
104,eye state detection,eye state detection
104,eye state monitoring,eye state detection
104,eye detection,eye state detection
105,co2,co2
106,cognitive testing,cognitive testing
107,video sequences,video sequences
107,depth video sequences,video sequences
108,activity records,activity records
108,activity data,activity records
109,gprs,gprs
110,functional connectivity (fc),functional connectivity (fc)
111,delay of lid reopening,delay of lid reopening
112,throttle position,throttle position
112,throttle,throttle position
113,audio,audio
114,gaze estimation,gaze tracking
114,eye gaze,gaze tracking
114,gaze tracking,gaze tracking
115,wireless sensors,wireless sensors
116,sitting pressure measurement,sitting pressure measurement
116,sitting-pressure sensor,sitting pressure measurement
116,sitting pressure,sitting pressure measurement
117,bac,bac
118,steering movements,steering movements
119,image acquisition,image acquisition
120,skin color features,skin color features
121,mfv,mfv
122,steering wheel grip force measurement,steering wheel grip force measurement
123,standard deviation of speed,standard deviation of speed
124,event-related potentials (erps),event-related potentials (erps)
125,time to lane crossing,time to lane crossing
126,dadt,dadt
127,inertial unit,inertial unit
128,salivary markers,salivary markers
129,visual features,visual features
130,pca,pca
130,pca method,pca
131,pulse waves,pulse waves
131,pulse wave analysis,pulse waves
132,inspiration-to-expiration time ratio,inspiration-to-expiration time ratio
133,biometric sensors,biometric sensors
133,biometric measurements,biometric sensors
134,yoke inputs,yoke inputs
135,driving performance assessments,driving performance measures
135,driving performance measures,driving performance measures
135,driving performance characteristic parameters,driving performance measures
136,alcohol sensor (mq-135),alcohol sensor
136,alcohol detection,alcohol sensor
136,alcohol sensor,alcohol sensor
137,hog,hog feature
137,hog feature,hog feature
138,eye aspect ratio,eye aspect ratio
138,eye aspect ratio (ear),eye aspect ratio
139,huawei smartwatch,huawei smartwatch
140,pupil tracking,pupil tracking
140,pupil-based metrics,pupil tracking
141,actigraphs,actigraphs
142,pilot input measurements,pilot input measurements
143,stft,stft
144,peak-to-peak amplitude,peak-to-peak amplitude
145,head optical flow,optical flow
145,optical flow,optical flow
145,optic flow,optical flow
146,facial tracking,facial tracking
147,brake pedal,brake pedal
148,mouth opening degree,mouth opening degree
149,blink detection,eye blink detection
149,eye blink analysis,eye blink detection
149,eye blink detection,eye blink detection
149,eye blink parameters,eye blink detection
150,mechanical sensor,mechanical sensor
151,nasal eda (neda),nasal eda (neda)
152,electroencephalography (eeg),electroencephalography (eeg)
152,electroencephalogram,electroencephalography (eeg)
153,eye-opening,eye-opening
153,eye openness,eye-opening
154,oculography,infrared oculography
154,infrared-reflectance oculography,infrared oculography
154,infrared oculography,infrared oculography
155,vehicle kinematics,vehicle kinematics
155,vehicle kinematics signals,vehicle kinematics
156,gsm module,gsm module
156,gsm,gsm module
157,context data,context data
157,contextual information,context data
158,gyroscopes,gyroscopes
158,gyroscopic signals,gyroscopes
159,image histograms,image histograms
159,histogram analysis,image histograms
160,standard deviation of lateral position (sdlp),standard deviation of lateral position (sdlp)
160,standard deviation of lateral position,standard deviation of lateral position (sdlp)
161,physiological information,physiological measures
161,physiological measures,physiological measures
161,physiological assessments,physiological measures
162,gripping force,gripping force
163,facial action,facial movement
163,facial movement analysis,facial movement
163,facial movement,facial movement
164,accelerometers,accelerometers
164,accelerometry,accelerometers
165,p200 component,p200 component
166,adaboost algorithm,adaboost algorithm
167,samn-perelli scale,samn-perelli scale
168,temperature sensor,temperature sensor
168,semiconductor temperature sensor,temperature sensor
168,temperature measurement,temperature sensor
169,facial detection,facial detection
169,facial recognition,facial detection
169,facial structure detection,facial detection
169,facial features detection,facial detection
170,k-means clustering,k-means clustering
171,piezoelectric sensor,piezoelectric sensor
172,particulate matter,particulate matter
172,particulate matter sensor,particulate matter
173,acceleration noise analysis,acceleration noise analysis
174,accuracy,performance accuracy
174,performance accuracy,performance accuracy
175,velocity difference,velocity difference
175,velocity,velocity difference
176,fom,fom
177,matching pursuit algorithm,matching pursuit algorithm
178,speech emotion recognition,speech emotion recognition
178,emotion recognition,speech emotion recognition
179,semg,semg
180,emg,emg
180,facial emg,emg
181,respiratory information,respiratory information
181,respiratory measurements,respiratory information
181,cardio-respiratory data,respiratory information
182,(theta+alpha)/(alpha+beta),(theta+alpha)/(alpha+beta)
183,accelerator,accelerator
184,visible light camera sensor,visible light camera sensor
184,visible-light camera,visible light camera sensor
185,psd,psd
186,acoustic features (prosodic and phonetic),acoustic features (prosodic and phonetic)
187,eyelid closures,eyelid closures
188,oximeter,oximeter
189,ht-r,ht-r
190,kalman filtering,kalman filtering
191,morphological operations,morphological operations
192,sleep diary,sleep diary
192,sleep/duty diary,sleep diary
193,acceleration,acceleration
193,3d acceleration,acceleration
194,valve-type semidry electrode,valve-type semidry electrode
195,gps speed,gps speed
196,microwave doppler radar,microwave doppler radar
196,doppler radar,microwave doppler radar
197,eyeblink frequency,eyeblink frequency
198,wrist activity monitor,wrist activity monitor
198,wrist activity,wrist activity monitor
199,fourier transforms of tracking errors,fourier transforms of tracking errors
200,yaw rate,yaw rate
201,facial feature point location,facial feature point location
201,facial feature points,facial feature point location
202,ceegrids,ceegrids
203,borg rpe,borg rpe
204,eye closure time,eye closure time
204,eye closing time,eye closure time
204,eye closure,eye closure time
204,closed eyes time,eye closure time
205,force,force
206,king-devick test,king-devick test
207,contactless,contactless
208,driver monitoring system signals,driver monitoring system signals
209,equipment-based,equipment-based
210,critical flicker fusion frequency (cff) test,critical flicker fusion frequency (cff) test
211,relative band ratio (rbr),relative band ratio (rbr)
212,euclidean distance of the eye,euclidean distance of the eye
213,lane keeping characteristics,lane keeping
213,lane holding,lane keeping
213,lane keeping,lane keeping
214,subjective measures,subjective measures
215,anchor box sizing,anchor box sizing
216,eye characteristics,eye characteristics
216,eye features,eye characteristics
217,yawnfrec,yawnfrec
217,yawnfreq,yawnfrec
218,template matching,template matching
219,wi-fi signal features,wi-fi signal features
219,wifi signals,wi-fi signal features
220,vehicle driving data,vehicle driving data
221,tachograph records,tachograph records
222,urine amt6s,urine amt6s
223,face video,face video
223,facial videos,face video
224,thermal camera,thermal camera
225,time-on-task,time-on-task
226,video recordings of eyelid movements,eyelid movements
226,eyelid movements,eyelid movements
226,velocity of eyelid movements,eyelid movements
226,eyelid position,eyelid movements
227,sleepiness ratings (sss),sleepiness ratings (sss)
227,stanford sleepiness scale (sss),sleepiness ratings (sss)
228,engagement index,engagement index
229,relaxation value,relaxation value
230,microsleep,microsleep
231,image processing-based techniques,image processing-based techniques
232,depth map,depth map
233,skeletal data,skeletal data
234,go/nogo paradigm,go/nogo paradigm
235,closing speed,closing speed
236,rppg,rppg
237,johns drowsiness scale,johns drowsiness scale
238,textural-based gradient patterns,textural-based gradient patterns
239,fmcw radar,fmcw radar
240,long short-term memory recurrent neural network,long short-term memory recurrent neural network
241,functional near-infrared spectroscopy (fnirs),functional near-infrared spectroscopy (fnirs)
241,functional near-infrared spectroscopy,functional near-infrared spectroscopy (fnirs)
242,block local-binary-pattern features,block local-binary-pattern features
243,object detection,object detection
244,perspective transformation,perspective transformation
245,not found,not found
246,integral projection,integral projection
247,behavorial,behavorial
248,amplitude to velocity ratio,amplitude to velocity ratio
248,positive amplitude-velocity ratio,amplitude to velocity ratio
249,iowa gambling task,iowa gambling task
250,fuzzy entropy,fuzzy entropy
251,humidity,humidity
252,off-road events,off-road events
253,oculomotor response,oculomotor response
254,3d deep learning network,3d deep learning network
255,self-centred gestures,behavioural gestures
255,behavioural gestures,behavioural gestures
255,hand gestures,behavioural gestures
256,video images,video images
257,head non-positive face rate (hnfr),head non-positive face rate (hnfr)
258,rgb camera,rgb camera
258,rgb-d camera,rgb camera
259,plcdb,plcdb
260,ads1298,ads1298
261,mouth state recognition via corner points image,mouth state recognition via corner points image
261,mouth shape tracking,mouth state recognition via corner points image
262,behavioural data acquisition,behavioural data acquisition
263,centroid coordinates of two-hand (arm) region,centroid coordinates of two-hand (arm) region
264,acoustic quality of voice,acoustic quality of voice
265,gradient vectors,gradient vectors
266,reaction time,reaction time (rt)
266,reaction time (rt),reaction time (rt)
266,reaction time (rt) tests,reaction time (rt)
267,multi-sensors,multi-sensors
268,galvanic skin response,galvanic skin response
268,galvanic skin conductance,galvanic skin response
268,galvanic skin resistance,galvanic skin response
269,built-in sensors,built-in sensors
269,sensors,built-in sensors
270,heart variability,heart rate variability
270,heart-rate variability (hrv),heart rate variability
270,heart rate variability,heart rate variability
271,phase locking value (plv),phase locking value (plv)
272,aecs,aecs
273,simulation data,simulation data
274,rr intervals,rr intervals
275,capacitive coupling electrode,capacitive coupling electrode
276,video monitoring,video monitoring
277,head twisting movement,head movement
277,head rotation,head movement
277,head movement,head movement
278,wearable system,wearable system
279,pupillographic sleepiness test (pst),pupillographic sleepiness test (pst)
279,validated pupillographic sleepiness test,pupillographic sleepiness test (pst)
280,blink features,blink features
280,blink information,blink features
281,lightweight ssd detection model,lightweight ssd detection model
282,vehicular,vehicular
283,flann,flann
284,wrinkle changes,wrinkle changes
285,digit symbol substitution test,digit symbol substitution test
286,breathing,breathing
287,freeman chain,freeman chain
288,cecg,cecg
289,eyelid distance measurement,eyelid distance measurement
289,eyelid distance,eyelid distance measurement
289,eyelid measures,eyelid distance measurement
290,spectral,spectral
291,load center position,load center position
292,local edge intensity,local edge intensity
293,strain,strain
294,systolic blood pressure,systolic blood pressure
295,bf,bf
296,hr,hr
297,lf/hf ratio,lf/hf ratio
298,cnn,cnn
299,3-axes acceleration sensors,3-axes acceleration sensors
300,actimeter,actimeter
301,t-nose,t-nose
302,bp ann,bp ann
303,spo2,spo2
304,attention value,attention value
305,trajectory analysis,trajectory analysis
306,external environmental complexity,external environmental complexity
307,video streaming,video streaming
307,video streams,video streaming
308,circularity,circularity
309,polygraph (pg),polygraph (pg)
309,polygraphs,polygraph (pg)
310,distance vectors,distance vectors
311,inceptionv3,inceptionv3
312,fixation data,fixation data
313,ssb modulator,ssb modulator
314,touch-screen device,touch-screen device
315,li-fi,li-fi
316,pvdf sensor,pvdf sensor
317,stroop test,stroop test
318,black ratio,black ratio
319,mar,mar
320,tracking error,tracking error
321,electric field,electric field
322,connectivity analysis,connectivity analysis
323,otsu method,otsu method
324,eye orientation,eye orientation
324,facial orientation,eye orientation
324,gaze orientation,eye orientation
325,osler test,osler test
326,speech processing,speech processing
326,speech recognition,speech processing
327,apnealink,apnealink
328,noise level,noise level
329,pupil area,pupil area
329,pupillometry,pupil area
329,pupil diameter,pupil area
330,brain biophysiological signals,brain biophysiological signals
331,blood biomarkers,blood biomarkers
332,mouth aperture ratio (mar),mouth aperture ratio (mar)
333,mlbp,mlbp
334,transmitting antenna array,transmitting antenna array
335,kss,kss
336,exposed sclera,exposed sclera
337,facial thermal patterns,facial thermal patterns
337,facial thermal imaging,facial thermal patterns
338,standing-position balance test,standing-position balance test
339,eye analysis,eye analysis
339,eye width analysis,eye analysis
340,bayevsky stress index,bayevsky stress index
341,heartbeat interval (hbi),heartbeat interval (hbi)
342,complex reactionmeter drenovac (crd),complex reactionmeter drenovac (crd)
343,hilbert-huang transform,hilbert-huang transform
344,salivary alpha-amylase,salivary alpha-amylase
345,nasa-tlx questionnaire,nasa-tlx questionnaire
346,glucocorticoid,glucocorticoid
347,rbem,rbem
348,fair-2 test,fair-2 test
349,deceleration control,deceleration control
350,interior vehicle cameras,interior vehicle cameras
350,in-vehicle camera,interior vehicle cameras
351,image segmentation,image segmentation
352,electrical bioimpedance system,electrical bioimpedance system
353,imu,imu
354,images,images
354,image,images
355,optalert (tm),optalert (tm)
356,watch-pat,watch-pat
357,electromyography (emg),electromyography (emg)
357,surface electromyography,electromyography (emg)
358,late positive potential (lpp),late positive potential (lpp)
359,mackworth clock test,mackworth clock test
359,mackworth clock task,mackworth clock test
360,respiration,respiration
361,pom,pom
362,snake model algorithm,snake model algorithm
363,ocular index,ocular index
363,eye index (ei),ocular index
364,samn-perelli fatigue scale,samn-perelli fatigue scale
364,samn-perelli fatigue ratings,samn-perelli fatigue scale
365,haar cascade,haar cascade
366,nodfreq,nodfreq
367,multi-level multi scale feature extraction,multi-level multi scale feature extraction
368,iris-sclera pattern analysis,iris-sclera pattern analysis
369,frame-difference method,frame-difference method
370,sweat lactate biosensor,sweat lactate biosensor
371,temperature,temperature
372,facial aspect ratio,facial aspect ratio
372,mouth aspect ratio,facial aspect ratio
373,hue (h) channel,hue (h) channel
374,fine operation ability,fine operation ability
375,complexity function,complexity function
376,thermogalvanic,thermogalvanic
377,cdf analysis,cdf analysis
378,grayscale image processing,grayscale image processing
379,regression trees,regression trees
380,head nod,head nod
380,head nodding,head nod
381,near-infrared images,near-infrared-ray
381,near-infrared-ray,near-infrared-ray
381,near-infrared intensity,near-infrared-ray
382,side-view video,side-view video
383,body mass index (bmi),body mass index (bmi)
384,facial landmark-based eye closure detection,facial landmark-based eye closure detection
384,eye closure detection,facial landmark-based eye closure detection
385,quadrature mixers,quadrature mixers
386,power spectrum density (psd),power spectrum density (psd)
387,ultrasonic sensor,ultrasonic sensor
388,classification using multi-scale 1-nn algorithm,classification using multi-scale 1-nn algorithm
389,constriction latency,constriction latency
390,millimeter wave (mmw) radar,millimeter wave (mmw) radar
390,mmwave radar,millimeter wave (mmw) radar
391,ycbcr transformation,ycbcr transformation
392,mtcnn,mtcnn
393,yawning,yawning
393,yawn,yawning
394,obd-to-bluetooth dongle,obd-to-bluetooth dongle
395,ltv system,ltv system
396,head posture detection,head posture detection
396,head position tracking,head posture detection
397,virtual lbs data,virtual lbs data
398,touch response,touch response
399,edge detection,edge detection
400,behavioral,behavioral
400,behavioural,behavioral
401,reading mistakes,reading mistakes
402,electrophysiological indices,electrophysiological indices
403,stop-bang,stop-bang
404,nanosecond pulse near-field sensing (npns),nanosecond pulse near-field sensing (npns)
405,alpha wave,alpha wave
406,resp,resp
407,task load index (tli),task load index (tli)
407,task load index,task load index (tli)
408,emergency response capability,emergency response capability
409,cortisol detection,cortisol detection
410,computer vision,computer vision
410,machine vision,computer vision
411,subjective sleepiness,subjective sleepiness ratings
411,self-reported sleepiness/alertness ratings,subjective sleepiness ratings
411,subjective sleepiness ratings,subjective sleepiness ratings
412,color and intensity mapping,color and intensity mapping
413,wavelets transform,wavelets transform
414,continuous performance test (cpt),continuous performance test (cpt)
415,ellipse fitting,ellipse fitting
416,rfid,rfid
417,infrared ccd camera,infrared ccd camera
418,ebr,ebr
419,shi-tomasi detector,shi-tomasi detector
420,speed monitoring,speed monitoring
421,steering angle,steering wheel angles
421,steering wheel angles,steering wheel angles
421,steering wheel angle sensor,steering wheel angles
422,perclose,perclose
423,skin color region distance extraction,skin color region distance extraction
424,endpoint interaction forces,endpoint interaction forces
425,support vector machines,support vector machines
426,ekg,ekg
427,continuous blood pressure (cbp),continuous blood pressure (cbp)
428,aot,aot
429,nbm,nbm
430,adjusted neck circumference (anc),adjusted neck circumference (anc)
431,symmetries detection,symmetries detection
432,facial action units (aus),facial action units (aus)
433,blazeface,blazeface
434,homomorphic filtering,homomorphic filtering
435,i and k color information,i and k color information
436,voice recordings,voice recordings
437,fisher classifier,fisher classifier
438,vehicle cabin vibration signal,vehicle cabin vibration signal
439,fd-d-2 fit-for-duty,fd-d-2 fit-for-duty
440,engine load,engine load
441,cognitive performance,cognitive performance
442,ippg,ippg
443,point cloud,point cloud
444,body movements,body movements
445,eyebrow position,eyebrow position
446,copilot,copilot
447,radial basis function network,radial basis function network
448,fitness-for-duty test,fitness-for-duty test
449,psychological data,psychological data
450,wt,wt
451,vehicle heading difference,vehicle heading difference
452,murt test,murt test
453,fec,fec
454,peropen,peropen
455,vehicle's active probe action,vehicle's active probe action
456,bihistogram equalization,bihistogram equalization
457,critical fusion frequency,critical fusion frequency
458,mobile app,mobile app
459,control time histories,control time histories
460,can-bus,can-bus
461,matcn block,matcn block
462,lms adaptive filter,lms adaptive filter
463,limit switch,limit switch
464,transcranial doppler,transcranial doppler
465,lbp,lbp
466,zigbee,zigbee
467,embedded system,embedded system
468,improved camshift algorithm,improved camshift algorithm
469,phoneme spectrogram,phoneme spectrogram
470,ppg,ppg
471,kinetic-related features,kinetic-related features
472,imfs,imfs
473,em,em
474,equipment-based data,equipment-based data
474,equipment-based data acquisition,equipment-based data
475,kinect depth image,kinect depth image
476,saccade number,saccade number
476,saccade counts,saccade number
477,gt block,gt block
478,operator's performance,operator's performance
479,vicon motion capture system,vicon motion capture system
480,affine transformation,affine transformation
481,maintenance of wakefulness test (mwt),maintenance of wakefulness test (mwt)
482,velocity rmse,velocity rmse
483,steering data,steering data
483,steering-related information,steering data
484,alcohol gas level,alcohol gas level
485,hand pressure sensors,hand pressure sensors
485,pressure sensors,hand pressure sensors
486,music logs,music logs
487,stroke volume data,stroke volume data
488,inter-beat-interval (ibi),inter-beat-interval (ibi)
489,samn-perlli crew status check,samn-perlli crew status check
490,aircraft state measurements,aircraft state measurements
491,thoracic effort signal analysis,thoracic effort signal analysis
492,sweating,sweating
493,steering input behavior monitoring,steering input behavior monitoring
493,steering input,steering input behavior monitoring
494,fatigue avoidance scheduling tool (fast),fatigue avoidance scheduling tool (fast)
495,ess,ess
496,ear,ear
497,yolov3,yolov3
498,capacitance measurements,capacitance measurements
499,cameras,cameras
500,gps,gps
500,gps location,gps
501,visual fatigue meter (vfm),visual fatigue meter (vfm)
502,brain power map,brain power map
503,t-wrist,t-wrist
504,intraocular pressure,intraocular pressure
505,inertial motion sensing,inertial motion sensing
505,inertial sensors,inertial motion sensing
506,unity eyes generated data,unity eyes generated data
507,time-of-day,time-of-day
508,tracking data,tracking
508,object tracking,tracking
508,tracking,tracking
509,external traffic information,external traffic information
510,complexion clustering,complexion clustering
511,erp,erp
512,standardised lid closure speed,standardised lid closure speed
513,breaking frequency,breaking frequency
514,head state,head state
515,biomedical data acquisition,biomedical data acquisition
516,heartbeat measurement,heartbeat measurement
516,heart measurement,heartbeat measurement
517,bio-parameters,bio-parameters
518,joystick tracking,joystick tracking
519,ballistocardiogram,ballistocardiogram
520,deep convolutional neural networks,deep convolutional neural networks
521,facial color changes,facial color changes
522,mouth,mouth
523,berlin test,berlin test
524,facial skin temperature,forehead skin temperature
524,forehead skin temperature,forehead skin temperature
525,posturographic balance,posturographic balance
526,mq3 sensor,mq3 sensor
527,accommodative response,accommodative response
528,epworth scale,epworth scale
529,rpm,rpm
530,driver position,driver position
530,driver's head position,driver position
531,human back pressure,human back pressure
532,multichannel frequency-domain ratio indices,multichannel frequency-domain ratio indices
533,optical correlator,optical correlator
534,eye tracing,eye tracing
534,face tracing,eye tracing
535,semi-dry electrode,semi-dry electrode
535,wet electrode,semi-dry electrode
536,eec,eec
537,vital signs,vital signs
538,surf features,surf features
539,borg cr-10 scale,borg cr-10 scale
540,vehicle-to-vehicle (v2v) communication,vehicle-to-vehicle (v2v) communication
541,mpeg compression,mpeg compression
542,fitbit versa 2,fitbit versa 2
543,acoustic signals,acoustic signals
544,gray scale projection,gray scale projection
545,head swaying,head swaying
545,head sway,head swaying
546,seatbelt detection,seatbelt detection
547,real-time video analysis,real-time video analysis
547,video analysis,real-time video analysis
548,spatial location of three key points,spatial location of three key points
549,fmri,fmri
550,steering grip force,steering wheel grip force
550,steering wheel grip strength,steering wheel grip force
550,force applied to the steering wheel,steering wheel grip force
550,steering wheel grip force,steering wheel grip force
551,emotional activation,emotional activation
552,driver's age detection,driver's age detection
553,mind wave data via neurosky,mind wave data via neurosky
554,iris positioning,iris positioning
555,skin electric potential,skin electric potential
556,lower-face contour,lower-face contour
557,infrared illumination,infrared (ir) light
557,infrared (ir) light,infrared (ir) light
557,infrared leds,infrared (ir) light
557,infrared (ir) sensor,infrared (ir) light
558,palm electrodermal activity (peda),palm electrodermal activity (peda)
559,nds,nds
560,eda,eda
561,graphology,graphology
562,pmn-pt crystal sensor,pmn-pt crystal sensor
563,between-frame entropy,between-frame entropy
564,percentage of time with eyes closed,percentage of time with eyes closed
564,closed eye duration,percentage of time with eyes closed
565,neural network,neural network
566,asm search algorithm,asm search algorithm
567,self-reported stress,self-reported stress
568,vld,vld
569,mouth opening ratio (mor),mouth opening ratio (mor)
569,mouth opening rate (mor),mouth opening ratio (mor)
570,breaking time,breaking time
571,response time,response time
572,eye movement analysis,eye movement indicators
572,eye movement measures,eye movement indicators
572,eye movement detection,eye movement indicators
572,gaze indicator,eye movement indicators
572,eye movement indicators,eye movement indicators
573,angular velocity,angular velocity
574,feature orientation fusion,feature orientation fusion
575,vehicle rotation pattern,vehicle rotation pattern
576,handcrafted features,handcrafted features
577,self-rating scales,self-rating scales
578,reflex-related features,reflex-related features
579,p300,p300
580,gravity,gravity
581,gaze transition entropy (gte),gaze transition entropy (gte)
582,saccade-based features,saccade-based features
583,facial key points,facial key points
583,facial 3d keypoints,facial key points
584,sunglasses detection,sunglasses detection
585,yaw angles,yaw angles
586,heading error,heading error
587,finger temperature (ft),finger temperature (ft)
588,percent eye-closure over a fixed time window (perclos),percent eye-closure over a fixed time window (perclos)
589,pressure-sensitive mat,pressure-sensitive mat
590,ultra-wideband radar,ultra-wideband radar
591,beat frequency of sight line,beat frequency of sight line
592,hand landmarks,hand landmarks
593,torque input,torque input
594,pedal and steering operation,pedal and steering operation
595,face occlusions,face occlusions
596,bio-sensing technologies,bio-signal sensors
596,biosignal sensors,bio-signal sensors
596,bio-signal sensors,bio-signal sensors
597,saccadic parameters,saccadic parameters
598,head misalignment time,head misalignment time
599,latency to pupil constriction,latency to pupil constriction
600,940nm infrared emitting diode,940nm infrared emitting diode
601,blood mrna,blood mrna
602,iconic classifiers,iconic classifiers
603,transformer-type angular displacement sensor,transformer-type angular displacement sensor
604,lips movement ratio (lmr),lips movement ratio (lmr)
605,obd2 sensor,obd2 sensor
606,pulse rate,pulse rate
606,heart rate,pulse rate
606,pulse,pulse rate
607,brake pressure,brake pressure
608,'action unit (au) measurements','action unit (au) measurements'
609,inappropriate line crossings,inappropriate line crossings
610,unsafe driving state dataset (uds),unsafe driving state dataset (uds)
611,facial action recognition,facial action recognition
612,lane tracking performance,lane tracking performance
612,lane tracking data,lane tracking performance
613,sdlp,sdlp
614,idt capacitive sensor,idt capacitive sensor
615,tactile,tactile
616,hyper spectrum camera,hyper spectrum camera
617,side-slip angle,side-slip angle
618,transport fatigue assessment shift log,transport fatigue assessment shift log
